merged_umls_label,disease_mondo_term_norm,earliest_year,disease,documents
"Acetonide, Fluocinolone",moderate to severe atopic dermatitis in pediatric patients 3 months of age and older,2011.0,moderate to severe atopic dermatitis in pediatric patients 3 months of age and older,['ANDA201764']
"Acetonide, Fluocinolone",prurigo,1963.0,pruritic; pruritic manifestations; pruritus,"['ANDA210747'] ; ['ANDA088168', 'ANDA089124', 'ANDA089524', 'ANDA089526', 'ANDA208386', 'NDA012787', 'NDA013960'] ; ['ANDA088167', 'ANDA206422', 'ANDA209913']"
"Acetonide, Fluocinolone",psoriasis of the scalp,2013.0,psoriasis of the scalp,"['ANDA090982', 'ANDA202848', 'ANDA209336', 'ANDA210539', 'ANDA212761']"
"Acetonide, Fluocinolone",secondary infection,1963.0,secondary infection,['ANDA060700']
"Acetonide, Fluocinolone",skin disorder,1963.0,dermatoses,['ANDA060700']
"Acetonide, Triamcinolone",allergic disease,2017.0,allergic states,"['ANDA207550', 'ANDA212400', 'ANDA215254', 'ANDA218421', 'ANDA218601']"
"Acetonide, Triamcinolone",allergic rhinitis,1965.0,perennial allergic rhinitis,"['ANDA207550', 'ANDA209852', 'ANDA212400', 'ANDA212567', 'ANDA213543', 'ANDA215254', 'ANDA218421', 'ANDA218601', 'NDA014901']"
"Acetonide, Triamcinolone",asthma,1965.0,asthma,"['ANDA207550', 'ANDA209852', 'ANDA212400', 'ANDA212567', 'ANDA213543', 'ANDA215254', 'ANDA218421', 'ANDA218601', 'NDA014901']"
"Acetonide, Triamcinolone",atopic eczema,1965.0,atopic dermatitis,"['ANDA207550', 'ANDA209852', 'ANDA212400', 'ANDA212567', 'ANDA213543', 'ANDA215254', 'ANDA218421', 'ANDA218601', 'NDA014901']"
"Acetonide, Triamcinolone",contact dermatitis,1965.0,contact dermatitis,"['ANDA207550', 'ANDA209852', 'ANDA212400', 'ANDA212567', 'ANDA213543', 'ANDA215254', 'ANDA218421', 'ANDA218601', 'NDA014901']"
"Acetonide, Triamcinolone",corticosteroid responsive dermatoses,1988.0,corticosteroid responsive dermatoses,"['ANDA089595', 'ANDA089796', 'ANDA205373', 'ANDA208848', 'ANDA209828', 'ANDA212384', 'ANDA212460']"
"Acetonide, Triamcinolone",corticosteroid-responsive dermatoses,1978.0,corticosteroid-responsive dermatoses,"['ANDA040037', 'ANDA040671', 'ANDA085691', 'ANDA085692', 'ANDA086413', 'ANDA087385', 'ANDA088042', 'ANDA089129', 'ANDA089795', 'ANDA089797', 'ANDA089798', 'ANDA205782', 'ANDA206379', 'ANDA208320', 'ANDA208590', 'ANDA209535', 'ANDA212356', 'ANDA213559', 'ANDA213619']"
"Acetonide, Triamcinolone",cutaneous candidiasis,1987.0,cutaneous candidiasis,"['ANDA062364', 'ANDA063305', 'ANDA207380', 'ANDA207730', 'ANDA207741', 'ANDA208136', 'ANDA208205', 'ANDA208300', 'ANDA208479', 'ANDA213142', 'ANDA214181', 'ANDA214186', 'ANDA214751']"
"Acetonide, Triamcinolone",drug rash with eosinophilia and systemic symptoms,1965.0,drug hypersensitivity reactions,"['ANDA207550', 'ANDA209852', 'ANDA212400', 'ANDA212567', 'ANDA213543', 'ANDA215254', 'ANDA218421', 'ANDA218601', 'NDA014901']"
"Acetonide, Triamcinolone",epicondylitis,1960.0,epicondylitis,"['ANDA218773', 'NDA012041']"
"Acetonide, Triamcinolone",gout,1960.0,acute gouty arthritis,"['ANDA218773', 'NDA012041']"
"Acetonide, Triamcinolone",inflammatory disease,1978.0,inflammation; inflammatory; inflammatory manifestations,"['ANDA040039', 'ANDA040672', 'ANDA089595', 'ANDA089796', 'ANDA205782', 'ANDA207117', 'ANDA213619', 'ANDA216625'] ; ['ANDA085692', 'ANDA206379', 'ANDA208320', 'ANDA208848'] ; ['ANDA040037', 'ANDA040671', 'ANDA086413', 'ANDA087385', 'ANDA088042', 'ANDA089129', 'ANDA089795', 'ANDA089797', 'ANDA089798', 'ANDA208590', 'ANDA209535', 'ANDA212356', 'ANDA212384', 'ANDA212460', 'ANDA213559']"
"Acetonide, Triamcinolone",itchy nose,1996.0,itchy nose,"['ANDA078104', 'ANDA214615', 'NDA020468']"
"Acetonide, Triamcinolone",macular retinal edema,2021.0,macular edema,['NDA211950']
"Acetonide, Triamcinolone",nasal congestion,1996.0,nasal congestion,"['ANDA078104', 'ANDA214615', 'NDA020468']"
"Acetonide, Triamcinolone",obsolete disorder involving pain,2017.0,pain,['NDA208845']
"Acetonide, Triamcinolone",obsolete gastric sneezing,1996.0,sneezing,"['ANDA078104', 'ANDA214615', 'NDA020468']"
"Acetonide, Triamcinolone",ocular inflammatory conditions unresponsive to topical corticosteroids,2007.0,ocular inflammatory conditions unresponsive to topical corticosteroids,['NDA022048']
"Acetonide, Triamcinolone",osteoarthritis,2017.0,osteoarthritis,['NDA208845']
"Acetonide, Triamcinolone",prurigo,1978.0,pruritic; pruritic manifestations; pruritus,"['ANDA085692', 'ANDA206379', 'ANDA208320', 'ANDA208848'] ; ['ANDA040037', 'ANDA040671', 'ANDA086413', 'ANDA087385', 'ANDA088042', 'ANDA089129', 'ANDA089795', 'ANDA089797', 'ANDA089798', 'ANDA208590', 'ANDA209535', 'ANDA212356', 'ANDA212384', 'ANDA212460', 'ANDA213559'] ; ['ANDA040039', 'ANDA040672', 'ANDA089595', 'ANDA089796', 'ANDA205782', 'ANDA207117', 'ANDA213619', 'ANDA216625']"
"Acetonide, Triamcinolone",rheumatoid arthritis,1960.0,rheumatoid arthritis,"['ANDA218773', 'NDA012041']"
"Acetonide, Triamcinolone",rhinitis,1996.0,runny nose,"['ANDA078104', 'ANDA214615', 'NDA020468']"
"Acetonide, Triamcinolone",seasonal allergic rhinitis,1965.0,hay fever; seasonal allergic rhinitis,"['ANDA078104', 'ANDA214615', 'NDA020468'] ; ['ANDA207550', 'ANDA209852', 'ANDA212400', 'ANDA212567', 'ANDA213543', 'ANDA215254', 'ANDA218421', 'ANDA218601', 'NDA014901']"
"Acetonide, Triamcinolone",serum sickness,1965.0,serum sickness,"['ANDA207550', 'ANDA209852', 'ANDA212400', 'ANDA212567', 'ANDA213543', 'ANDA215254', 'ANDA218421', 'ANDA218601', 'NDA014901']"
"Acetonide, Triamcinolone",skin disorder,1997.0,dermatoses,"['ANDA040039', 'ANDA040672', 'ANDA207117', 'ANDA216625']"
"Acetonide, Triamcinolone",stomatitis,1986.0,oral inflammatory lesions,"['ANDA040771', 'ANDA070730', 'ANDA205592', 'ANDA214582']"
"Acetonide, Triamcinolone",subacute bursitis,1960.0,acute and subacute bursitis,"['ANDA218773', 'NDA012041']"
"Acetonide, Triamcinolone",sympathetic ophthalmia,2007.0,sympathetic ophthalmia,['NDA022048']
"Acetonide, Triamcinolone",synovitis,1960.0,synovitis of osteoarthritis,"['ANDA218773', 'NDA012041']"
"Acetonide, Triamcinolone",temporal arteritis,2007.0,temporal arteritis,['NDA022048']
"Acetonide, Triamcinolone","tenosynovial giant cell tumor, localized type",1960.0,acute nonspecific tenosynovitis,"['ANDA218773', 'NDA012041']"
"Acetonide, Triamcinolone",transfusion reactions,1965.0,transfusion reactions,"['ANDA207550', 'ANDA209852', 'ANDA212400', 'ANDA212567', 'ANDA213543', 'ANDA215254', 'ANDA218421', 'ANDA218601', 'NDA014901']"
"Acetonide, Triamcinolone",ulcerative lesions,2010.0,ulcerative lesions,['ANDA040771']
"Acetonide, Triamcinolone",ulcerative lesions resulting from trauma,1986.0,ulcerative lesions resulting from trauma,"['ANDA070730', 'ANDA205592', 'ANDA214582']"
"Acetonide, Triamcinolone",upper respiratory allergies,1996.0,upper respiratory allergies,"['ANDA078104', 'ANDA214615', 'NDA020468']"
"Acetonide, Triamcinolone",uveitis,2007.0,uveitis,"['NDA022048', 'NDA211950']"
Acetylcholine Chloride,miosis,1993.0,miosis,['NDA020213']
Acetylcysteine,"abnormal, viscid, or inspissated mucous secretions",1994.0,"abnormal, viscid, or inspissated mucous secretions","['ANDA073664', 'ANDA214177']"
Acetylcysteine,acute bronchopulmonary disease,1994.0,acute bronchopulmonary disease,"['ANDA072489', 'ANDA072547', 'ANDA073664', 'ANDA074037', 'ANDA203853', 'ANDA204674', 'ANDA214177']"
Acetylcysteine,acute ingestion,2022.0,acute ingestion,['ANDA213693']
Acetylcysteine,atelectasis due to mucous obstruction,1994.0,atelectasis due to mucous obstruction,"['ANDA072489', 'ANDA072547', 'ANDA073664', 'ANDA074037', 'ANDA203853', 'ANDA204674', 'ANDA214177', 'ANDA219194']"
Acetylcysteine,bronchiectasis,1994.0,bronchiectasis,"['ANDA072489', 'ANDA072547', 'ANDA073664', 'ANDA074037', 'ANDA203853', 'ANDA204674', 'ANDA214177', 'ANDA219194']"
Acetylcysteine,bronchitis,1994.0,bronchitis,"['ANDA072489', 'ANDA072547', 'ANDA073664', 'ANDA074037', 'ANDA203853', 'ANDA204674', 'ANDA214177', 'ANDA219194']"
Acetylcysteine,chronic bronchitis,1994.0,chronic asthmatic bronchitis,"['ANDA072489', 'ANDA072547', 'ANDA073664', 'ANDA074037', 'ANDA203853', 'ANDA204674', 'ANDA214177', 'ANDA219194']"
Acetylcysteine,chronic bronchopulmonary disease,1994.0,chronic bronchopulmonary disease,"['ANDA072489', 'ANDA072547', 'ANDA073664', 'ANDA074037', 'ANDA203853', 'ANDA204674', 'ANDA214177']"
Acetylcysteine,diagnostic bronchial studies,1994.0,diagnostic bronchial studies,"['ANDA072489', 'ANDA072547', 'ANDA074037', 'ANDA203853', 'ANDA204674']"
Acetylcysteine,emphysema with bronchitis,1994.0,emphysema with bronchitis,"['ANDA072489', 'ANDA072547', 'ANDA073664', 'ANDA074037', 'ANDA203853', 'ANDA204674', 'ANDA214177', 'ANDA219194']"
Acetylcysteine,hepatic injury,1994.0,hepatic injury,"['ANDA072489', 'ANDA072547', 'ANDA073664', 'ANDA074037', 'ANDA091684', 'ANDA200644', 'ANDA203853', 'ANDA204674', 'ANDA207358', 'ANDA213693', 'ANDA214177', 'ANDA215620', 'ANDA217182', 'ANDA218397', 'NDA021539']"
Acetylcysteine,paracetamol poisoning,2012.0,acetaminophen overdose,"['ANDA091684', 'ANDA200644', 'ANDA207358', 'ANDA213693', 'ANDA215620', 'ANDA217182', 'ANDA218397']"
Acetylcysteine,pneumonia,1994.0,pneumonia,"['ANDA072489', 'ANDA072547', 'ANDA073664', 'ANDA074037', 'ANDA203853', 'ANDA204674', 'ANDA214177', 'ANDA219194']"
Acetylcysteine,post-traumatic chest conditions,1994.0,post-traumatic chest conditions,"['ANDA072489', 'ANDA072547', 'ANDA073664', 'ANDA074037', 'ANDA203853', 'ANDA204674', 'ANDA214177', 'ANDA219194']"
Acetylcysteine,pulmonary amyloidosis,1994.0,primary amyloidosis of the lung,"['ANDA072489', 'ANDA072547', 'ANDA073664', 'ANDA074037', 'ANDA203853', 'ANDA204674', 'ANDA214177', 'ANDA219194']"
Acetylcysteine,pulmonary complications associated with surgery,1994.0,pulmonary complications associated with surgery,"['ANDA072489', 'ANDA072547', 'ANDA074037', 'ANDA203853', 'ANDA204674', 'ANDA214177', 'ANDA219194']"
Acetylcysteine,pulmonary complications of cystic fibrosis,1994.0,pulmonary complications of cystic fibrosis,"['ANDA072489', 'ANDA072547', 'ANDA073664', 'ANDA074037', 'ANDA203853', 'ANDA204674', 'ANDA214177', 'ANDA219194']"
Acetylcysteine,pulmonary emphysema,1994.0,chronic emphysema,"['ANDA072489', 'ANDA072547', 'ANDA073664', 'ANDA074037', 'ANDA203853', 'ANDA204674', 'ANDA214177', 'ANDA219194']"
Acetylcysteine,repeated supratherapeutic ingestion,2016.0,repeated supratherapeutic ingestion,"['ANDA091684', 'ANDA207358', 'ANDA213693', 'ANDA215620', 'ANDA217182', 'ANDA218397']"
Acetylcysteine,tracheobronchitis,1994.0,tracheobronchitis,"['ANDA072489', 'ANDA072547', 'ANDA073664', 'ANDA074037', 'ANDA203853', 'ANDA204674', 'ANDA214177', 'ANDA219194']"
Acetylcysteine,tracheostomy care,1994.0,tracheostomy care,"['ANDA072489', 'ANDA072547', 'ANDA074037', 'ANDA203853', 'ANDA204674', 'ANDA214177']"
Acetylcysteine,tuberculosis,1994.0,tuberculosis,"['ANDA072489', 'ANDA072547', 'ANDA073664', 'ANDA074037', 'ANDA203853', 'ANDA204674', 'ANDA214177', 'ANDA219194']"
Acetylcysteine,use during anesthesia,1994.0,use during anesthesia,"['ANDA072489', 'ANDA072547', 'ANDA074037', 'ANDA203853', 'ANDA204674', 'ANDA214177']"
"Acid, Aminolevulinic",actinic keratosis,1999.0,actinic keratoses,"['NDA020965', 'NDA208081']"
"Acid, Aminolevulinic",glioma,2017.0,glioma,['NDA208630']
"Acid, Aminolevulinic",in situ carcinoma,2010.0,carcinoma in situ,['NDA022555']
"Acid, Aminolevulinic",urinary bladder carcinoma,2010.0,carcinoma of the bladder,['NDA022555']
"Acid, Ascorbic",cleansing of the colon,2012.0,cleansing of the colon,['ANDA090145']
"Acid, Ascorbic",scurvy,2017.0,scurvy,['NDA209112']
"Acid, Ascorbic",vitamin deficiency disorder,2000.0,vitamin deficiency,"['NDA021163', 'NDA021265']"
"Acid, Chenodeoxycholic",cerebrotendinous xanthomatosis,2025.0,cerebrotendinous xanthomatosis; ctx,['NDA219488'] ; ['NDA219488']
"Acid, Chenodeoxycholic",obsolete systemic disease,2009.0,systemic disease,['ANDA091019']
"Acid, Chenodeoxycholic",radiolucent stones,2009.0,radiolucent stones,['ANDA091019']
"Acid, Ethacrynic",edema,1967.0,edema,"['ANDA205609', 'ANDA208805', 'ANDA211232', 'ANDA211719', 'ANDA211809', 'ANDA212417', 'NDA016092']"
"Acid, Iothalamic",kidney disorder,1974.0,renal disease,['NDA017279']
"Acid, Iothalamic",lesions,1962.0,lesions,['NDA013295']
"Acid, Mefenamic",obsolete disorder involving pain,2010.0,pain,"['ANDA090562', 'ANDA091322']"
"Acid, Mefenamic",primary dysmenorrhea,2010.0,primary dysmenorrhea,"['ANDA090562', 'ANDA091322']"
"Acid, Selenious",enteral nutrition contraindicated,2020.0,enteral nutrition contraindicated,['NDA209376']
"Acid, Selenious",enteral nutrition insufficient,2020.0,enteral nutrition insufficient,['NDA209376']
"Acid, Selenious",oral nutrition not possible,2020.0,oral nutrition not possible,['NDA209376']
Acitretin,psoriasis,2013.0,severe psoriasis,"['ANDA091455', 'ANDA202148', 'ANDA202552', 'ANDA202897', 'ANDA204633', 'ANDA217774']"
Acyclovir,genital herpes,2019.0,genital herpes,"['ANDA201501', 'ANDA209971', 'ANDA212444']"
Acyclovir,herpes labialis,2002.0,cold sores; recurrent herpes labialis; ulcerative cold sores,"['ANDA208766', 'NDA021478'] ; ['ANDA205470', 'ANDA208702', 'ANDA208766', 'ANDA212361', 'NDA021478', 'NDA022436'] ; ['NDA022436']"
Acyclovir,herpes simplex infectious disease,2013.0,herpes simplex virus; herpes simplex virus infections,"['ANDA205470', 'ANDA208702', 'ANDA212361'] ; ['ANDA202459', 'ANDA204605', 'ANDA205469', 'ANDA205510', 'ANDA209971', 'ANDA211794']"
Acyclovir,herpes zoster,1997.0,herpes zoster; herpes zoster (shingles); herpes zoster infections; shingles,"['ANDA074738', 'ANDA074891', 'ANDA075211', 'ANDA075382', 'ANDA075677', 'ANDA077309', 'ANDA201445', 'ANDA202168', 'ANDA203834', 'ANDA204314', 'ANDA206261', 'ANDA209366', 'ANDA210401', 'ANDA212173', 'ANDA212252', 'ANDA212718', 'ANDA215724', 'ANDA217393'] ; ['ANDA204313'] ; ['ANDA074889', 'ANDA074891', 'ANDA203834', 'ANDA204313', 'ANDA206261', 'ANDA212252', 'ANDA215669', 'ANDA216331'] ; ['ANDA074738', 'ANDA074889', 'ANDA075211', 'ANDA075382', 'ANDA075677', 'ANDA077309', 'ANDA201445', 'ANDA202168', 'ANDA204314', 'ANDA206261', 'ANDA209366', 'ANDA210401', 'ANDA212173', 'ANDA212252', 'ANDA212718', 'ANDA215669', 'ANDA215724', 'ANDA216331', 'ANDA217393']"
Acyclovir,initial genital herpes,1982.0,initial genital herpes,"['ANDA202459', 'ANDA204605', 'ANDA205469', 'ANDA205510', 'ANDA209000', 'ANDA211794', 'ANDA212202', 'NDA018604']"
Acyclovir,limited non-life-threatening mucocutaneous herpes simplex virus infections,2018.0,limited non-life-threatening mucocutaneous herpes simplex virus infections,['ANDA209000']
Acyclovir,mucocutaneous hsv infections,1982.0,mucocutaneous hsv infections,"['ANDA201501', 'ANDA212202', 'ANDA212444', 'NDA018604']"
Adalimumab,Crohn disease,2016.0,crohn's disease,['BLA761024']
Adalimumab,ankylosing spondylitis,2016.0,ankylosing spondylitis,['BLA761024']
Adalimumab,chronic plaque psoriasis,2016.0,chronic plaque psoriasis,['BLA761024']
Adalimumab,hidradenitis suppurativa,2016.0,hidradenitis suppurativa,['BLA761024']
Adalimumab,"non-infectious intermediate, posterior, and panuveitis",2016.0,"non-infectious intermediate, posterior, and panuveitis",['BLA761024']
Adalimumab,polyarticular juvenile idiopathic arthritis,2016.0,polyarticular juvenile idiopathic arthritis,['BLA761024']
Adalimumab,psoriatic arthritis,2016.0,psoriatic arthritis,['BLA761024']
Adalimumab,rheumatoid arthritis,2002.0,rheumatoid arthritis; rheumatoid arthritis (ra),"['BLA125057', 'BLA761024', 'BLA761058', 'BLA761059', 'BLA761071', 'BLA761118', 'BLA761154', 'BLA761216', 'BLA761219', 'BLA761255', 'BLA761299'] ; ['BLA761059', 'BLA761118', 'BLA761154', 'BLA761255']"
Adalimumab,ulcerative colitis,2016.0,ulcerative colitis,['BLA761024']
Adapalene,acne,1996.0,acne; acne vulgaris,"['ANDA090962', 'ANDA091314', 'ANDA215940', 'NDA020380'] ; ['ANDA090824', 'ANDA200298', 'ANDA201000', 'ANDA203981', 'ANDA204593', 'ANDA205033', 'ANDA206164', 'ANDA206959', 'ANDA208108', 'ANDA208322', 'ANDA209148', 'ANDA209641', 'ANDA212464', 'ANDA213508', 'ANDA214185', 'ANDA214553', 'NDA020748', 'NDA021753', 'NDA022320', 'NDA022502', 'NDA207917', 'NDA216632']"
Adefovir,hepatitis B virus infection,2013.0,chronic hepatitis b,"['ANDA202051', 'ANDA205459']"
Adenosine,Wolff-Parkinson-White syndrome,2005.0,wolff-parkinson-white syndrome,"['ANDA077133', 'ANDA077283', 'ANDA078686', 'ANDA205568', 'ANDA206778']"
Adenosine,atrial fibrillation,2018.0,atrial fibrillation,['ANDA206778']
Adenosine,atrial flutter,2018.0,atrial flutter,['ANDA206778']
Adenosine,catecholaminergic polymorphic ventricular tachycardia,2005.0,paroxysmal supraventricular tachycardia,"['ANDA077133', 'ANDA077283', 'ANDA078686', 'ANDA205568', 'ANDA206778']"
Adenosine,patients unable to exercise adequately,2013.0,patients unable to exercise adequately,"['ANDA077425', 'ANDA077897', 'ANDA090212', 'ANDA202313', 'ANDA205331']"
Adenosine,ventricular tachycardia,2018.0,ventricular tachycardia,['ANDA206778']
Ado-trastuzumab emtansine,HER2 positive breast carcinoma,2013.0,"her2-positive, metastatic breast cancer",['BLA125427']
Adrenalin,anaphylaxis,2012.0,anaphylaxis,"['NDA204200', 'NDA204640']"
Adrenalin,hypersensitivity reaction disease,2012.0,allergic reactions (type 1),"['NDA204200', 'NDA204640']"
Adrenalin,hypotension associated with septic shock,2012.0,hypotension associated with septic shock,"['NDA204200', 'NDA204640']"
Adrenalin,hypotensive disorder,2023.0,hypotension,['NDA215875']
Adrenalin,septic shock,2023.0,septic shock,['NDA215875']
Afatinib,metastatic non-small cell lung cancer,2013.0,metastatic non-small cell lung cancer,['NDA201292']
Afatinib,"metastatic, squamous non-small cell lung cancer",2013.0,"metastatic, squamous non-small cell lung cancer",['NDA201292']
Aggrastat,death,1998.0,death,"['NDA020912', 'NDA020913']"
Aggrastat,myocardial infarction,1998.0,myocardial infarction,"['NDA020912', 'NDA020913']"
Aggrastat,non-st elevation acute coronary syndrome,1998.0,non-st elevation acute coronary syndrome,"['NDA020912', 'NDA020913']"
Aggrastat,refractory ischemia,1998.0,refractory ischemia,"['NDA020912', 'NDA020913']"
Alanine,anastomotic leaks,2012.0,anastomotic leaks,['ANDA091112']
Alanine,complications from antineoplastic therapy,2012.0,complications from antineoplastic therapy,['ANDA091112']
Alanine,essential fatty acid deficiency,2014.0,essential fatty acid deficiency,['NDA200656']
Alanine,extensive burns,1984.0,extensive burns,['NDA019018']
Alanine,fistulae,2012.0,fistulae,['ANDA091112']
Alanine,gastrointestinal absorption of protein is impaired,1991.0,gastrointestinal absorption of protein is impaired,"['NDA020015', 'NDA020041']"
Alanine,ileus,2012.0,ileus,['ANDA091112']
Alanine,inflammatory disease,2012.0,inflammatory disease,['ANDA091112']
Alanine,low birth weight,1985.0,low birth weight,"['ANDA075880', 'NDA019398', 'NDA019492']"
Alanine,negative nitrogen balance,1984.0,negative nitrogen balance,"['ANDA020512', 'NDA018931', 'NDA019018', 'NDA020015', 'NDA020041', 'NDA020678', 'NDA020734', 'NDA020849', 'NDA200656']"
Alanine,obstruction,2012.0,obstruction,['ANDA091112']
Alanine,parenteral nutrition,1997.0,parenteral nutrition,['NDA020678']
Alanine,parenteral nutrition requirement,2014.0,parenteral nutrition requirement,['NDA200656']
Alanine,stress conditions,1991.0,stress conditions,"['NDA020015', 'NDA020041']"
Albendazole,cysticercosis,1996.0,parenchymal neurocysticercosis,"['ANDA208094', 'ANDA210011', 'ANDA210434', 'ANDA211034', 'ANDA211117', 'ANDA213435', 'ANDA215652', 'NDA020666']"
Albuterol,acute attacks of bronchospasm,1997.0,acute attacks of bronchospasm,"['ANDA074880', 'ANDA077839', 'ANDA206224']"
Albuterol,asthma,2004.0,asthma,"['ANDA076355', 'ANDA211888', 'ANDA214531', 'ANDA215571', 'NDA214070']"
Albuterol,bronchial disorder,1989.0,bronchoconstriction; bronchospasm,"['NDA214070'] ; ['ANDA072151', 'ANDA072637', 'ANDA074880', 'ANDA075664', 'ANDA076355', 'ANDA076749', 'ANDA077559', 'ANDA077788', 'ANDA077839', 'ANDA202496', 'ANDA203760', 'ANDA206224', 'ANDA206532', 'ANDA207046', 'ANDA207085', 'ANDA207857', 'ANDA207875', 'ANDA208804', 'ANDA209954', 'ANDA209959', 'ANDA210948', 'ANDA211888', 'ANDA212197', 'ANDA212447', 'ANDA213657', 'ANDA214531', 'ANDA215571', 'ANDA218386', 'NDA020503', 'NDA020983', 'NDA021457', 'NDA021747', 'NDA205636']"
Albuterol,chronic obstructive pulmonary disease,2007.0,chronic obstructive pulmonary disease; copd,"['NDA021747'] ; ['ANDA076749', 'ANDA077559', 'ANDA202496', 'ANDA206532', 'ANDA207875']"
Albuterol,exercise-induced bronchoconstriction,1996.0,exercise-induced bronchospasm,"['ANDA207085', 'ANDA209959', 'NDA020503']"
Albuterol,reversible obstructive airway disease,1989.0,reversible obstructive airway disease,"['ANDA072151', 'ANDA072637', 'ANDA074880', 'ANDA075664', 'ANDA076355', 'ANDA077788', 'ANDA077839', 'ANDA203760', 'ANDA206224', 'ANDA207046', 'ANDA207085', 'ANDA207857', 'ANDA208804', 'ANDA209954', 'ANDA209959', 'ANDA210948', 'ANDA212197', 'ANDA212447', 'ANDA213657', 'ANDA218386', 'NDA020503', 'NDA020983', 'NDA021457', 'NDA205636']"
Albuterol Sulfate,acute attacks of bronchospasm,1997.0,acute attacks of bronchospasm,"['ANDA074880', 'ANDA077839', 'ANDA206224']"
